input	result
The Colombian government has filed a lawsuit accusing Pernod Ricard SA, Diageo PLC and Seagram Export Sales Co. of illegally importing spirits via Colombian companies that launder drug money.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
ATLANTA - For many video game addicts, the buzz on the sequel to  quot;Halo quot; is louder than a machine gun rat-a-tatting in their ears.	science,technology computing
AP - Motorola Israel Ltd. said Monday it will provide the U.S. Postal Service with new hand-held scanning devices under a three-year deal worth about  #36;300 million.	science,technology computing
ATI Technologies on Monday delivered the Radeon Xpress 200, a new chipset for desktops using Advanced Micro Devices #39; Athlon 64 and other eighth-generation processors.	science,technology computing
Novell, one of the popular names in the open-source community, has launched Linux Desktop 9 OS for enterprise computer systems today for lower deployment and management prices.	science,technology computing
Scientists tap everything from gas-sniffing devices to GPS systems to better forecast when a mountain will stir. By Brad Knickerbocker  Staff writer of The Christian Science Monitor.	science,technology computing
NEW YORK - Six Flags Inc. #39;s third-quarter net income fell 60 percent, as cool weather hurt attendance at its amusement parks. Six Flags late Monday reported net income of \$56.	business
Oracle Corp. said Monday it will drop a lawsuit it filed in Delaware against PeopleSoft, its rival and takeover target, if a majority of PeopleSoft 	business
A four-year-long study of the Arctic climate confirms what many in Canada #39;s North have been saying for years -- the Arctic is melting, and faster all the time.	science,technology computing
_ The New York Times Co. plans to sell its building on West 43rd Street in Manhattan to a partnership led by Tishman Speyer Properties, the companies announced Monday.	business
A new spacecraft is being readied to make the fastest, most detailed study yet of the fleeting gamma ray bursts emanating from deep in space.	science,technology computing
The body blows came in staccato fashion, from the arm of a rookie quarterback and the legs of an old pro. Ben Roethlisberger would give the ball to Jerome Bettis, and Bettis 	sports
 KABUL (Reuters) - A Taliban splinter group holding three  U.N. workers hostage demanded a response to its demands from  the Afghan government and United Nations by Tuesday afternoon,  saying it would kill one captive if they were not met.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
For the second time in less than two months, a prospective buyer of the prime Fan Pier land in South Boston has pulled out of a deal.	business
The burning of fossil fuels has contributed to warming in the Arctic that is much faster and more dramatic than scientists previously believed at nearly twice the rate of the rest of the world, a new international report concludes.	science,technology computing
AP - Indiana at Minnesota (8 p.m. EST). Last year's Eastern and Western Conference regular-season champions meet for the first of two times this season.	sports
AP - German finance professionals grew sharply more pessimistic about the country's economic growth outlook, fearing that the euro's record highs against the U.S. dollar will weigh on exports, a monthly survey showed Tuesday.	business
Computer Associates (CA) has integrated an anti-spyware product with its eTrust Security Management portfolio. The integrated product called eTrust PestPatrol Anti-Spyware r5 includes faster detection and removal and an enhanced graphical interface.	science,technology computing
Olympic swimming champion Michael Phelps may face a jail term after being arrested on drink-driving charges last week in Salisbury, Maryland.	sports
At least 30 people have been hurt in a explosion in Nepal #39;s capital, Kathmandu. Police say it was a bomb. The explosion struck a building of the government-owned Employees #39; Provident Fund that was under construction.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
There is a warning that some of Australia's major cities could run out of drinking water.	science,technology computing
U.S. Army and Marine units thrust into the heart of the insurgent stronghold of Fallujah on Tuesday, fighting fierce street battles and conducting house-to-house searches on the second day of a major assault to retake the city from Islamic militants.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
South African President Thabo Mbeki flew to Ivory Coast on Tuesday to launch an African effort to rein in four days of violence that have killed at least 20 people, wounded more than 600 and shut down cocoa exports from the world's largest producer.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
 KATHMANDU (Reuters) - A bomb tore through a government  building under construction in the Nepali capital on Tuesday,  wounding at least 38 people in an attack police suspect was  carried out by Maoist rebels.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
The Bluetooth Special Interest Group (SIG) has announced the successful completion of the first stage in its three-year roadmap for the wireless technology, with the release of Bluetooth Core Specification 2.0  EDR (Enhanced Data Rate).	science,technology computing
It #39;s bad enough when a team loses both starting defensive ends in one game. But when one of them is named Michael Strahan, it becomes a near disaster.	sports
Reuters - EchoStar Communications Corp. \on Tuesday said third-quarter profit rose on an aggressive\campaign to add more new subscribers.	business
 LONDON (Reuters) - Oil on Tuesday extended a price slide  that has cut 12 percent from record highs in two weeks as  growing signs of ample supply eases concerns over fuel stocks  for the northern winter.	business
 LONDON (Reuters) - The dollar held almost a cent above its  record low against the euro on Tuesday, winning a respite after  heavy selling as European officials warned about a strong euro  and investors grew wary ahead of U.S. trade data.	business
Lloyds TSB Group Plc, the UK #39;s No. 5 bank by assets, plans to move at least another 1,000 employees from Britain to Asia, where labor costs are lower.	business
SUNNYVALE, Calif. and SINGAPORE--(BUSINESS WIRE)9 Novembre 2004--Chartered adopte la fabrication de prcision automatise d #39;AMD et prvoit de fabriquer des processeurs AMD64 en 2006.	science,technology computing
England #39;s most celebrated soccer player, David Beckham, has announced that he will undertake his first major acting role in a film trilogy called  #39;Goal!	sports
BRUSSELS, Nov 9 (AFP) - The European Union said Tuesday it was prepared to forge ahead with a revolutionary nuclear energy project if negotiations with Japan and other backers on where to locate it break down.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
 NEW YORK (Reuters) - Drugstore chain CVS Corp. &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=CVS.N target=/stocks/quickinfo/fullquote"&gt;CVS.N&lt;/A&gt; on  Tuesday said October sales at stores open at least a year rose  5.4 percent on higher demand for prescriptions and other  merchandise at its CVS stores.	business
 NEW YORK (Reuters) - U.S. stocks opened flat on Tuesday as  investors took another pause after last week's big rally, with  the Fed expected to raise interest rates a quarter point on  Wednesday.	business
Perhaps Microsoft was hoping for all eyes to be on the much-ballyhooed launch Tuesday of its "Halo 2" video game, but the company's efforts to clean up its lawsuit headaches can't be overshadowed by virtual gunslinging.  &lt;FONT face="verdana,MS Sans Serif,arial,helvetica" size="-2"\ color="#666666"&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;	science,technology computing
Tuesday, November 9, 2004 will likely go down in the history books as the day the browser wars officially started. Obviously things happened before today to get us to the point where there was a real, legitimate 	science,technology computing
The America Online unit of Time Warner Inc. (TWX.N: Quote, Profile, Research) is reorganizing itself into four operational units to improve decision making, the Wall Street Journal and the Washington Post reported on Tuesday.	business
Cablevision Systems Corp. on Tuesday said it narrowed its third-quarter loss as revenue jumped 20 percent, buoyed by subscriber growth.	business
The file-sharing legal battle has moved to the Supreme Court, with a group composed of labor unions, sports leagues and state attorneys general asking for a hearing on a claim brought 	science,technology computing
The Football Association are set to wait until after the conclusion of any disciplinary action against Arsene Wenger before trying to broker a peace summit between Arsenal and Manchester United.	sports
World News: Islamabad, Nov 9 : US Deputy Secretary of State Richard Armitage Tuesday met top Pakistani leaders to exchange views on a wide array of issues, including the dialogue between Pakistan and India and the war on terror.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
World cocoa prices were down on Tuesday but off the day #39;s lows as exports remained on hold after mob violence and military clashes in Ivory Coast, the key global supplier, traders said.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Reuters - World cocoa prices rose from intraday\lows, but exports from the Ivory Coast, the key global\supplier, remain on hold after mob violence and military\clashes paralyze business in the West African country, traders\said on Tuesday.	business
AFP - The unexpected boom in US job creation in October has locked in an interest rate rise and will likely encourage another tightening in December, analysts said.	business
Nearly three years after Matrix Semiconductor first announced plans to offer write-once memory chips based on a 3D design technology, the chips are in volume production.	science,technology computing
 ABIDJAN (Reuters) - French soldiers fired to disperse  protesters on Tuesday after days of rioting in Ivory Coast's  main city Abidjan as South Africa's President Thabo Mbeki gave  an upbeat assessment of a brief peace mission to the country.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
 quot;Aeolus was keeper of the winds. He gave a bag of evil winds to Odysseus, instructing him to keep it closed while a good breeze wafted him home.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Novell #39;s Linux Desktop 9 includes an end-user operating system, office applications and productivity tools. It boasts the same levels of security and reliability as the SuSE Linux Enterprise 	science,technology computing
Today, the Mozilla Foundation #39;s Firefox browser officially launched -- welcome, version 1.0. In a way, it #39;s much ado about nothing, seeing how it wasn #39;t that long ago that we reported on how Mozilla had set 	science,technology computing
Computer Associates is releasing eTrust PestPatrol Anti-Spyware r5, aimed at consumers and small businesses, and based on technology CA obtained when it bought anti-spyware provider PestPatrol two months ago.	science,technology computing
DALLAS - A month before the video game #39;s scheduled release this coming Tuesday, illegal copies of the hot sci-fi action title  quot;Halo 2 quot; were already circulating on the Internet.	science,technology computing
This bit of coaching euthanasia -- Dave Wannstedt getting whacked (or whatever they called it) by the Dolphins -- had to happen. I #39;m  quot;stepping aside for the good of the team #39; #39; is what he told me just after noon today.	sports
NewsFactor - With Bluetooth short-range wireless technology finding its way into an array of hardware products, ranging from mobile phones to in-vehicle telematics systems, a working group promoting the specification has outlined a strategy to make it even more attractive and useful.	science,technology computing
Advanced Micro Devices Inc. will use Chartered Semiconductor Manufacturing Ltd.'s manufacturing services to produce AMD's Opteron and Athlon 64 processors starting in 2006, adding production capacity as the company starts building chips at its second Dresden, Germany, plant, the companies said Monday.	science,technology computing
Reuters - Cisco Systems Inc., the biggest maker\of equipment that directs data over the Internet, on Tuesday\said quarterly earnings rose 29 percent on rising demand for\its networking gear.	business
Even though this barely touches the topics of this site, it is well worth mentioning that the Mozilla Firefox browser has finally reached the 1.0 milestone.	science,technology computing
A Georgia school board is in court this week over  quot;disclaimer quot; stickers it placed on biology textbooks stating that the theory of evolution has not been proven as fact.	science,technology computing
Infected computers send out a slew of unwanted text messages, a security firm says.	science,technology computing
The Federal Reserve is expected to nudge interest rates up for a fourth time this year on Wednesday, acting on the belief that the economy has finally emerged from an extended  quot;soft patch.	business
Building on the company #39;s mandate to open the home consumer software market to value-priced alternatives to Microsoft(R) Office, Corel today announced the availability of WordPerfect Office(R) 12 - Home Edition.	science,technology computing
Enigma's 3C Platform is designed to help IBM streamline business processes for automotive OEMs and dealers.	science,technology computing
MARSH  amp; MCLENNAN, the insurance broker, is to axe 3,000 jobs to help to prop up its flagging profits, which have been hurt by a \$232 million (125 million) charge to cover a potential settlement with Eliot Spitzer, the New York attorney-general.	business
Former Ohio State star Maurice Clarett accused coach Jim Tressel, his staff and school boosters of arranging for him to get passing grades, cars, and thousands of dollars, including for bogus summer jobs.	sports
AP - One day on the job, and Columbia University athletic director M. Dianne Murphy wasted little time saying what she thought of the school's sports performance.	sports
Six nations planning to build the world's biggest nuclear fusion reactor fail to agree where to site the facility.	science,technology computing
 LOS ANGELES/PHILADELPHIA (Reuters) - California's insurance  commissioner on Tuesday ended his opposition to Anthem Inc.'s  &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=ATH.N target=/stocks/quickinfo/fullquote"&gt;ATH.N&lt;/A&gt; proposed \$16.5 billion acquisition of WellPoint Health  Networks Inc. &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=WLP.N target=/stocks/quickinfo/fullquote"&gt;WLP.N&lt;/A&gt; after Anthem agreed to hike its funding  of state health projects.	business
Crude oil futures closed below 48 dollars a barrel Tuesday, the lowest level in seven weeks amid rising expectations about US oil supply for this winter.	business
LONDON Marks  amp; Spencer announced a management shake-up Tuesday that cost six senior executives their jobs, as the company said profit plunged and sales dipped in its home market for the first half of 2004.	business
Bryan Robson ended a three and a half year exile from Premiership management by returning to the Hawthorns, where he first excelled as a player more than 20 years ago.	sports
Tottenham, in disarray last weekend following the shock resignation of manager Jacques Santini, got their troubled campaign back on the rails last night by putting Championship opponents 	sports
Attackers could use hole in small-business software to trick personal information out of people.	science,technology computing
DSL at 3mbps debuts in areas within company's existing footprint.	science,technology computing
Oracle target adds \$2.6 million to bottom line after tax adjustment related to ex-CEO's severance package.	science,technology computing
A limited edition Gran Turismo bundle in Japan will come with a pair of Nike sneakers and T-shirt. TOKYO--Major running shoe and apparel manufacturer Nike is collaborating with Sony Computer Entertainment 	science,technology computing
FALLUJAH: Iraqi Prime Minister Ayad Allawi on Tuesday imposed a night curfew in Baghdad as US troops with crack Iraqi soldiers surged into the heart of Fallujah in a hail of explosions and gunfire on the second day of the largest operation in Iraq since 	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
EUROPE #39;s biggest chipmaker, Infineon, rocked the technology world today as profits fell e100m (70m) short of analysts #39; expectations.	business
Microsoft is having big problems in the Search Engine Market. Their online search engine stands nowhere on popularity charts and now Google and Yahoo!	science,technology computing
AP - U.S. troops powered their way into the center of the insurgent stronghold of Fallujah on Tuesday, overwhelming small bands of guerrillas with massive force, searching homes along the city's deserted, narrow passageways and using loudspeakers to try to goad militants onto the streets.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
The ancient art of sailing gets a space-age update next year with the launch of the first sunlight-propelled  quot;solar sail quot; spacecraft.	science,technology computing
With  48 editions in 19 different languages available in over 60 countries, Reader #146;s Digest is a publishing phenomenon: the world #146;s top-selling magazine. And wherever you buy your copy, at least one thing will remain constant  #151; the quality and color balance of the images. See how  a Mac-based workflow ensures this color consistency.\ Nov 09	science,technology computing
Vivendi Universal, the French media group that almost collapsed into bankruptcy two years ago, yesterday surprised investors with strong third-quarter revenues driven by soaring music sales in the Britain and North America.	business
Cisco Systems has reported first-quarter profits of \$1.4 on sales of \$6 billion. Despite cautious spending by its corporate customers, softness in the global economy and a lingering uncertainty over whether 	business
The Scottish Cabinet is to meet amid signs  it will opt to introduce a ban on smoking in public places.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
A list of some of the best holiday gifts, based on taste, appearance or utility, available on the Web.	science,technology computing
A scientific panel of international experts has concluded that the unintended spread of  U.S. genetically modified corn in Mexico poses a potential threat that should be limited or stopped.	science,technology computing
WELLINGTON (Dow Jones)--New Zealand medical equipment maker Fisher  amp; Paykel Healthcare Corp. (FPH.NZ) said Wednesday it is confident it can better the high revenue growth 	business
COLOMBO (AFP) - Sri Lanka #39;s wicketkeeper Romesh Kaluwitharana has announced his retirement from international cricket after being left out of the squad for next month #39;s tour to New Zealand.	sports
DC Mayor Anthony A. Williams said yesterday he is  quot;very confident quot; that he has the seven necessary votes from the DC Council for his plan to build a ballpark near South Capitol Street Southeast.	sports
The outside adviser who helped draft the 1995 employment agreement for the president of Walt Disney, Michael S. Ovitz, testified on Tuesday that he had reservations 	business
With temperatures in the Arctic rising at twice the rate of elsewhere, the ice cover there will within the next 100 years completely disappear in summer and the biodiversity will change dramatically, according to a scientific study published this week.	science,technology computing
Hordes of video game fans queued outside more than 6500 stores across the United States overnight on Tuesday to get a copy of the new Halo 2 game whose first day takings are expected to rival a Hollywood blockbuster.	science,technology computing
AFP - An Italian aid worker walked free from the southern Philippines jungle, a day after he was abducted by local gunmen.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
As much as the Red Sox hope to persuade Jason Varitek to stay in Boston, they face a mighty challenge since Varitek's agent, Scott Boras, said last night the catcher expects to receive a five-year contract with a no-trade clause that compensates him as lucratively as the top catchers in the game.	sports
Vodafone launches its third-generation services for mobile phones, offering video calls, music downloads and games.	business
They were preaching to the choir, but Bill Gates and Steve Ballmer still did their best to sell the virtues of Microsoft stock at the company #39;s annual shareholder meeting yesterday in Bellevue.	business
Northrop Grumman Corp. and Boeing Co. yesterday announced plans to team up to design a vehicle to take astronauts back to the moon and even beyond, but they #39;ve got to make one stop first 	business
TheDeal.com - Arch Wireless Inc. can complete its  #36;367 million acquisition of Metrocall Holdings Inc.	science,technology computing
St. Expedite might not even be a true saint, but that doesn't stop programmers and job seekers from asking for his help. Michelle Delio reports from New Orleans.	science,technology computing
After years of licensing search technology from Yahoo and seeing its Web search market share slowly but steadily decline, Microsoft has finally developed its own search engine and is expected to unveil it later this week.	science,technology computing
The Formula 1 teams say that the British Grand Prix is saved but the owners of Silverstone, the British Racing Drivers #39; Club do not yet have a deal with Formula One Management.	sports
SiliconValley.com - Federal regulators Tuesday declared authority over the states in governing Internet phone services, a move providers called crucial to fostering growth, innovation and competitive pricing in the budding industry.	science,technology computing
AFP - Cable and Wireless, the struggling British telecoms group, said it would cut 600 jobs across Europe, part company with a top executive and shut its London headquarters.	science,technology computing
ISLAMABAD, Pakistan : Nov 10 (SADA) - President General Pervez Musharraf Tuesday hoped that debate on options he spelt out recently on Kashmir issue would take Pakistan and India closer to find out the settlement of decades-old dispute.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Iran will pull out of the nuclear Non-Proliferation Treaty (NPT) and develop its atomic programme in secret if Western nations threaten or put pressure on Tehran, a senior Iran diplomat was quoted as saying on Wednesday.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
During my opening statement, I explained to the jury that sending spam by itself is not a crime, but when you masquerade your identity, you violate Virginia #39;s law that took effect in July 2003.	science,technology computing
TWO-TIME world champion Carlos Sainz #39;s career came to a premature end today after the Spaniard was forced out of the Rally of Australia.	sports
India News  gt; The Hague: The Indian Prime Minister, Dr Manmohan Singh, has said that despite three changes in government in the past 14 years since the economic reforms were introduced in the country, there has been no roll back in the reforms programme.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
France and the United Nations began evacuating thousands of French and other expatriates Wednesday trapped at U.N. offices and a French military base amid days of anti-foreigner rampages in Ivory Coast's largest city, French and U.N. officials said.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
The \$4 million Cosmos 1 project is backed by The Planetary Society, co-founded by Carl Sagan. By The Associated Press. A solar sail spacecraft designed to be propelled by the pressure of sunlight will be launched 	science,technology computing
Share prices in Hong Kong rose Wednesday, led by airline stocks, on falling oil prices. The key Hang Seng Index jumped 155.70 points, or 1.2 percent, to end at 13,672.	business
 LONDON (Reuters) - Britain's Cable   Wireless posted its  first net profit in over 3 years and announced plans to cut 600  jobs and return cash to investors, sending the telecom  company's shares racing to 5-month highs on Wednesday.	business
Hughes had been battling the illness for 15 months but deteriorated in the past few days, his wife Barbara said.  quot;He died at his home in Sheffield with his family around him, quot; she said.	sports
 CHICAGO (Reuters) - Delta Air Lines on Wednesday said it  plans to cut between 6,000 and 6,900 jobs during the next 18  months, implement a 10 percent across-the-board pay reduction  and reduce employee benefits in a bid to avoid bankruptcy.	business
NARATHIWAT, Thailand : The deaths and beatings that followed last month #39;s demonstration in southern Thailand have left an indelible mark on the psyche of the Muslims living 	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Hewlett-Packard showed off 14 new imaging and printing products during an event in Frankfurt, Germany this week. HP executives showcased the HP LaserJet 4345mfp multifunction copier, which they say can crank 	science,technology computing
smooth wombat writes  quot;Get out your PDAs and set aside March 1, 2005. That is date the solar sail, named Cosmos 1, is set to be launched from a submerged Russian submarine in the Barents Sea.	science,technology computing
White House legal counsel Alberto Gonzales is the president's choice for attorney general, sources say.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
Summary - (Nov 10, 2004) The countdown has begun for the launch of the Planetary Society #39;s Cosmos 1 spacecraft; the first ever to be powered by a solar sail.	science,technology computing
Two Michigan State football players have been charged with planting homemade bombs outside apartments. Terry Love and Irving Campbell, both 19-year-old redshirt freshmen wide receivers 	sports
 NEW YORK (Reuters) - Wild Planet, a toy maker known for its  spy gear and adventure gadgets, said on Wednesday it was  teaming up with clothing retailer Gap Inc &lt;A HREF="http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=GPS.N qtype=sym infotype=info qcat=news"&gt;GPS.N&lt;/A&gt; to sell  sweatshirts with FM radios built in at GapKids stores.	science,technology computing
Texas #39; Buck Showalter and Atlanta #39;s Bobby Cox were named managers of the year Wednesday in balloting by the Baseball Writers #39; Association of America.	sports
Amelie Mauresmo insists she can win the Tour Championships this week and finish the year as world number one. The Frenchwoman could overtake Lindsay Davenport with a win in Los Angeles.	sports
 NEW YORK (Reuters) - Federated Department Stores Inc.  &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=FD.N target=/stocks/quickinfo/fullquote"&gt;FD.N&lt;/A&gt;, parent of Macy's and Bloomingdale's, posted  higher-than-expected quarterly earnings on Wednesday, as the  company rebounded from the Florida hurricanes.	business
Three-year project will back programmers' effort to build Linux software support for the high-speed networking technology.	science,technology computing
It figures...and just when it looked like some major email spammers were going to jail, too. So far, it #39;s only in Russia, but it #39;s nasty.	science,technology computing
&lt;p&gt;&lt;/p&gt;&lt;p&gt; By Ignacio Badal&lt;/p&gt;&lt;p&gt; SANTIAGO, Chile (Reuters) - Chilean President Ricardo Lagosreceived a chilling report on Wednesday from a governmentcommission that interviewed more than 30,000 victims tochronicle for the first time the systematic use of tortureduring Augusto Pinochet's 1973-1990 dictatorship.&lt;/p&gt;	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
AP - Web surfing has belonged almost exclusively to Microsoft Corp.'s Internet Explorer ever since it buried Netscape's pioneering browser. That doesn't seem to have bothered the developers of the Mozilla Firefox, a feisty new kid on the block that's worth a serious look.	science,technology computing
The traditional pattern shakes its fussy image as designers give it a new look	business
Google is improving on the discussions its popular Web site hosts, hoping the upgrades will spur more online banter and make its market-leading search engine a richer destination.	science,technology computing
AP - Los Angeles Galaxy midfielder Andreas Herzog, who played for Austria in the 1990 and 1998 World Cups, retired from professional soccer Wednesday.	sports
Business Objects executives this week touted dashboard technology features and rallied support for standardization on their new business intelligence software -- two hot-button issues for users here at the company's International Users Conference.	science,technology computing
IBM's new Lotus Web Conferencing Service, expected to be offered next month, requires that users simply register an account and have an Internet connection, a Web browser and a phone.	science,technology computing
Two dozen protesters greeted Mayor Tony Williams and top executives of Shell, who came to open North America #39;s first hydrogen refueling station.	business
BEIRUT, Lebanon - Yasser Arafat promised Palestinians he would return them to the homes they lost when Israel was founded in 1948.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
NEW ORLEANS - This morning, Pfizer was blindsided as The New York Times reported information about a reanalysis of old data that say the drug giant #39;s Bextra, which is similar to Merck #39;s Vioxx, increased the risk of heart attacks and strokes.	business
ROME : Juventus extended their lead at the top of Serie A to six points after they scraped a 1-0 home win over Fiorentina and closest rivals AC Milan were held to a goalless draw at Brescia.	sports
 TOKYO (Reuters) - Japanese stocks are expected to change  little from the previous day's closing levels on Thursday as  investors await key domestic economic data and earnings reports  from companies such as Tokyo Electron Ltd.  September machinery  orders data is due on Thursday afternoon, ahead of Friday's  gross domestic product (GDP) figures for the July-September  quarter.	business
MANHASSET, NY - Intel Corp. (Santa Clara, Calif.) has taken some lumps this year due to weakening market conditions and several strategic errors, but the semiconductor supplier remains loyal to its shareholders.	business
But taxpayers won #39;t have to foot the bill -- Massachusetts Turnpike managers say the repairs are the responsibility of the private contractors who built the nearly 15 (b) billion dollar tunnel project.	business
The big news in digital photography is the explosion of printers designed exclusively for 4-by-6 photos. A comparison of seven printers vying for your business.	science,technology computing
Major League Soccer plans to start a new league to develop young players, part of its 10-year sponsorship deal with Adidas.	sports
Halo 2 broke entertainment retail records in its first 24 hours. Microsoft Game Studios said that the video game sold through 2.4 million stores in the US and Canada raking in \$125 million in sales.	business
PC World #39;s first tests of NVidia #39;s just announced high-end mobile graphics chip, the GeForce Go 6800, show that it is one of the first notebook graphics components to support performance rivaling that of desktop boards.	science,technology computing
THE Bank of England yesterday cut its forecast for UK economic growth next year to 2.5 per cent and said inflation could be below expectations.	business
Early Thursday, Microsoft will begin revving its engines squarely in Googles direction with the Beta launch of the new MSN Search engine.	science,technology computing
 TOKYO (Reuters) - The Nikkei average was up 0.37 percent in  mid-morning trade on Thursday as a recovery in the dollar  helped auto makers among other exporters, but trade was slow as  investors waited for important Japanese economic data.	business
Indiana Pacers center Scot Pollard and forward Jonathan Bender missed Wednesday night #39;s game against the Los Angeles Clippers, adding to the team #39;s injury woes.	sports
An industry and law enforcement group hopes to prevent Windows XP-based cash machines from inspiring "the next wave of ATM crime."\	science,technology computing
Software giant, Microsoft Corp., has decided to release beta versions of its updated MSN search engine earlier today. The company hopes to compete against leading search engines such as Google and Yahoo by 	science,technology computing
AP - U.S. troops, on the verge of gaining control of the city, fought pockets of resistance in this former militant stronghold Wednesday and uncovered what the Iraqi commander said were "hostage slaughterhouses" in which foreign captives had been killed.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
AP - Sen. Arlen Specter, R-Pa., wants to make his case to be chairman of the Senate Judiciary Committee directly to the panel's GOP members next week.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
America #39;s central bank, the Federal Reserve, last night raised interest rates for the fourth time in six months and warned US consumers and businesses to expect further increases in the cost of borrowing over the coming months.	business
INDIANAPOLIS, Nov. 10 (Ticker) -- The Indiana Pacers were looking for a first. The Los Angeles Clippers accomplished one. Elton Brand had 19 points and a season-high 16 rebounds as the Clippers pounded the Pacers, 102-68.	sports
Traber was chosen in the first round and 16th overall of the 2001 draft by the New York Mets, and made his major league debut with Cleveland in 2003.	sports
The Federal Reserve suggested that it would continue to raise interest rates gradually through much of next year.	business
Intel Corp., the world #39;s biggest computer-chip maker, doubled its quarterly dividend and boosted its stock buyback program by \$11.	business
FERRARI are to snub crucial talks at Heathrow today aimed at revolutionising Grand Prix racing. The Italian giants are the only team blocking radical changes that could save the leading outfits 	sports
Delta Air Lines, fighting to avoid bankruptcy, said yesterday that it had won approval to bypass shareholders to issue up to 75 million common shares.	business
The Brazilian midfielder, 26, broke a bone during Tuesday #39;s League Cup victory over Everton - his comeback match after a calf injury.	sports
A picture of Australian troops dressed as members of the Ku Klux Klan stirs accusations of racism.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
The price of oil futures jumped sharply Wednesday when a disappointing decline in the US heating-oil supply trumped growth in the crude stockpile.	business
Beginning next season, NASCAR will uncork its long-standing ban on hard-liquor sponsorships, which will tap a new source of funding for at least two high-profile race teams.	sports
PARIS -- Yasser Arafat, who triumphantly forced his people's plight into the world spotlight but failed to achieve his lifelong quest for Palestinian statehood, died this morning at a French hospital, the chief doctor at the hospital said. He was 75.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
The UK's minimum wage should rise to rise to 6 an hour in the next two years, the TUC says, but business calls the proposal "totally irresponsible".	business
Officials of embattled Marsh  amp; McLennan Cos. yesterday moved to squelch speculation that its Boston money management firm, Putnam Investments, will be divorced from its corporate parent, either in a sale to an outside buyer or through a private buyout engineered by Putnam executives.	business
Gary Payton didn't know he had joined the 20,000-point club last night until the public address announcer at the FleetCenter trumpeted the feat.	sports
Blue-chip shares have retreated from 28-month highs, with insurer Royal  amp; Sun Alliance leading the losers as investors baulk at the potential for further adverse claims from its US business and a rating downgrade.	business
LONDON (Dow Jones)--Metropolitan Life Global Funding has mandated HSBC, Deutsche Bank and Royal Bank of Scotland to lead-manage its forthcoming sterling-denominated bond issue, one of the lead managers said Thursday.	business
South African mining giant Gold Fields lost a high court bid to halt a hostile takeover by rival Harmony Gold, which is seeking to create the world #39;s biggest gold producer, a court official said.	business
Robert Pires admits his current form does not merit inclusion in the French national side but has made it clear he has no plans to retire from international football.	sports
European researchers can now turn to a new supercomputing network for help in their scientific endeavors.  quot;We have just completed testing, quot; said David Henty with the Edinburgh Parallel Computing Centre, a 	science,technology computing
EAST LANSING, Michigan (Ticker) - Two Michigan State football players were arrested Tuesday morning for planting three homemade  quot;MacGyver bombs quot; outside a campus apartment.	sports
The fragile relations between Tokyo and Beijing were further weakened yesterday when a suspected Chinese nuclear submarine was chased out of Japanese territorial waters.	l,a,w, ,g,o,v,t, ,p,o,l,t,i,c,s
London zoo celebrates the birth of a Panay cloud rat, a very rare tree-living rodent from the Philippines.	science,technology computing
According to the ELSPA, GTA: San Andreas has become the fastest selling video game of all time in the UK. They claim that the title has sold more than one million units in just nine days.	science,technology computing
