input	result
Why white north-americans dislikes latinos? Answer: Im white myself and 1st of all I have no problem with Latinos at all.  In fact the Cuban-Americans make up a good chunk of the most grateful Latinos in the whole U.S.A.  My issue is with the illegal aliens who have absolutely no regard for the law at all and they really make legal aliens from their own kind look really bad.  Cause seriously legal immigrants from Mexico worked a lot harder to get into America than the illegal immigrants from Mexico.  Not to mention legal aliens usually want to learn English (and a lot of them do take the initiative to learn English before they come here so they can adapt easily to American life) but the illegals usually do not want to learn English at all.	Politics and Government
who is going to win the 2006 world cup? Answer: brazil	Sports
What color was Freddie's ascot?? Answer: Red.	Entertainment and Music
My son Chris Martin has a wish list on amazon.com for b'day. i want to know how to find and send items 2 him . Answer: http://www.amazon.com/gp/registry/search.html/002-8843078-6373644?%5Fencoding=UTF8&type=wishlist	Entertainment and Music
what tribe had an impact on the civil war? gettisburg area? Answer: Cheerokee?  Be curious to know the answer...	Education and Reference
what does 6/6/06 mean? everyone says it is creppy? Answer: Go to religon and spirituality section in yahoo answers and read the question marked this is what 666 really is.	Entertainment and Music
Am I getting my neighbor excited by working with my wood outside? Answer: is your wood thick and long?	Society and Culture
who is going to win the mlb playoffs? Answer: My vote goes to the White Sox.  They added a number one offense to their already stellar pitching staff.  Jenks has also came around as the closer and their defense is playing really well.	Sports
can anyone help me find this cd ? Answer: I found it on fountainheadmusic.com. I hope it works for ya!	Entertainment and Music
Do you think that it is alright for a man to have  a wife and as many girlfriends as he wants? Answer: The guy shouldn't have gotten married in the first place. A marriage is a union between two people to promise to love and honor each other. repeatedly cheating on your spouse is not a part of love and honor.	Family and Relationships
Who is standing to your left side now? Answer: my friend jessie haha everyone else has already left school	Business and Finance
how do I add second hard drive on hp desktop? Answer: Open the chassis and find a harddisk bay.  Reboot the PC and check if new harddisk is detected.  Then format it as D or E drive using ms windows.	Computers and Internet
what does <3 mean? Answer: Love	Society and Culture
letter writing in banking business towards their customers? Answer: can not be done that way if you can't get to the bank you will have to transfer your account to a new bank you can get to.	Business and Finance
Anybody like a band called Everclear? Answer: They're a fun band that knows about three chords.  I love driving to them.  So Much for the Afterglow is their best album.	Entertainment and Music
is liquid nitrogen or liquid oxygen colder? Answer: nitrogen bp: -194°C  oxygen bp: −183°C	Science and Mathematics
Why is the moon shining at night? Answer: the light from the sun is reflected off the surface of the moon and this light is seen from Earth making it shine	Science and Mathematics
What is a 'champagne' birthday? Answer: a birth day with high spirits	Society and Culture
citation senior citizen? Answer: what is the question?	Education and Reference
Who's going to win the 2006 World Cup? Answer: BRAZIL!!! BRASIL!!!	Sports
What would the reciprocal of   1/7(-7-10)= ? Answer: if u meant 1/7 into (-7-10) then it would be -7/17 if you meant 1 divided by 7*(-7-10) then it would be -119	Education and Reference
i wanna create am image thats in my head how do i referrence that? Answer: ref = imagination	Business and Finance
Anyone else think Davinci Code was the worst casted movie of all time? Answer: What are you guys talking about Ian was awsome!	Entertainment and Music
derivative of exp^(-j*2*pie*f*T)? Answer: with respect to T? your going to get -j2pi*exp^(-j2pi*T)  I assume this is something to do with electronics or physics? Normally its easier to substitute j2pi for s then solve all your equations and convert back at the end.  Hope this helps :p	Science and Mathematics
london wasps? Answer: Excellent team	Sports
How do I enable Javascript on my computer? Answer: you have to go to Java.com and install Java. that's the only way to get Javascript to work on your computer.	Computers and Internet
If Pot is illegal--why can stores sell magazines on how to grow it and care for it? Answer: Because it's not illegal to sell those. Only the weed is illegal. It's also illegal to kill people but we still have crime dramas on TV.	Science and Mathematics
Is Clint Howard in the DaVinci Code? Answer: he is not in the movie	Entertainment and Music
how many feet are in a mile? Answer: 5280	Science and Mathematics
does anyone know a good website to listen to wrestling theme / entrance music? Answer: www.wwe.com	Sports
Who knows what IPS stands for? Answer: Only thing I remember about IPS was it was a science class I took in 10th grade  Introduction to Physical Science	Education and Reference
Help me Please!!!!! NEDD EXTREME HELP need to find the video or listen to it!? Answer: www.youtube.com	Entertainment and Music
Why  do the Cleveland Browns suck?? Answer: The Browns are an expansion team that had a franchise QB bust. I would wager with Romeo Crennel at the helm they should be in the playoffs by 2008.	Sports
Who would go out and see Scary movie 4 and why? Answer: YESSSSSSSSSSSSS b coz all scary movies are GR8 the third one disappointed fans but still was good the previews trailers & the amount of fun as shown by them in the movie makes it too good to miss plus there r parodies on the major blockbusters that completely sucked & oprah has also not been spraed this makes the movie also much awaited for	Entertainment and Music
is notch a short or long vowel? Answer: short	Education and Reference
Is there any advantage in applying for NUS early ? Answer: Yes	Education and Reference
what should i think about my sex? Answer: Got to keep practicing!	Family and Relationships
Anyone know of any Get Paid To Type websites out there that do not require a registration fee? Answer: My sister has been looking for online websites like that and she came across this one that doesn't require money at all. You just view advertisements online and you get paid to do it. Check it out! What can it hurt?	Business and Finance
the richest sportman in the world and their ranking? Answer: Power Rank    Name    Pay Rank    Web Rank    Press Rank    TV Rank 2 Tiger Woods 4 12 2 11 5 Shaquille O'Neal 26 26 5 12 15 Lance Armstrong 41 39 9 8 16 Michael Jordan 27 34 16 25 17 Michael Schumacher 8 37 29 81 19 Kobe Bryant 39 47 4 2 26 David Beckham 28 53 3 64 33 Michael Vick 19 87 35 67 38 Derek Jeter 50 38 11 52 46 Jeff Gordon 53 56 13 45 47 Phil Mickelson 48 75 6 30 48 Alex Rodriguez 45 82 7 48 51 Oscar De La Hoya 18 91 65 82 53 LeBron James 56 60 21 35 57 Maria Sharapova 62 52 14 44 59 Andre Agassi 49 76 23 57 60 Manny Ramirez 52 84 15 62 62 Serena Williams 73 44 12 27 63 Valentino Rossi 41 30 76 99 72 Ronaldo 55 54 59 92 81 Venus Williams 87 64 31 54 82 Matt Hasselbeck 57 97 68 95 84 Walter Jones 54 100 89 99 87 Lindsay Davenport 89 88 20 70 89 Annika Sorenstam 86 81 32 82	Sports
What is hash? Answer: Marajuana	Computers and Internet
Are you lazy or a worker? Answer: Im not a workaholic and i dont love to work.Im definately not lazy as im always doin something.Im definately a worker!	Society and Culture
free registry repair? Answer: Registry repair programs are mostly ineffective if there is any real problem with the registry. You can download the free trial of tuneup utilities 2006 and use the registry tool from it to somewhat cleanup the registry.	Computers and Internet
My font size is much too small to read my yahoo mail.  What can I do?  Exhausted all attempts.? Answer: very very easy just go to view on the upper toolbar and it says text size click the size you want. It's a no brainer	Computers and Internet
WHO ARE THE MóDERN DAY RED COATS??? Answer: Muslims	Politics and Government
why was heroin banned? Answer: Because it is a highly addictive and dangerous drug whose users are prone to overdose.	Politics and Government
How do you kiss someone passionately? Answer: Kiss her hard and long	Society and Culture
Do woman go through a mid-life crisis? Answer: yes. I am having one now.	Health
i want to know the effect of music on plantgrowth? Answer: it makes the plants dance	Business and Finance
what's your response when someone says have a nice day? Answer: I go on and actually have a nice day!:)	Society and Culture
i need to download this file rndismpx.sys? Answer: Its a driver that comes with windows.  Check your XP install disc..it is in the I386 folder..Just uncompress and put into your Drivers dir on C	Computers and Internet
i have a pain in cocxiz lower part of my back bone how will get relieve from there i cant sit for a long time. Answer: stretch you legs and do exercises take a walk lower back pain is the worst kind i know i have experienced it my self try leg lifts as these can help also see if you can find some one to give you a masage its not the bone that gives you pain but the muscles around it. lay on your back and bring your knees one at a time up to your chest do at least 8 times and hold for 8 seconds do this every day for two weeks and you should be feeling beter.	Health
Would you rather date a hot poor person or a ugly rich person? Answer: hot poor person. Poor people have better personalities.	Family and Relationships
What is a hyper terminal? Answer: http://en.wikipedia.org/wiki/HyperTerminal  Basically just sends messages through different protocols. I dont think its(was) used anymore(ever).	Computers and Internet
Does RealPlayer support AVI files? Answer: No. Download DivX Player to open .avi files. www.divx.com	Computers and Internet
You do realize that jewish is NOT an ethnicity but a religion right? Answer: It's both.	Society and Culture
Television Show Wildfire? Answer: I've seen it and thought it was kinda boring.	Entertainment and Music
Do you wish you looked more like your avatar? Answer: nah........I sorta like being 3-D :D	Business and Finance
Is the Patriot Act actually patriotic -- or what? Answer: We dont not need this. We already clearly know who the enemy is.	Politics and Government
ice age the movie printable coloring pages? Answer: try their web site	Business and Finance
in any time start world cap? Answer: I think you mean: When does the World Cup befin? Answer June 9. England will play Brazil in the final-if seeding alloows it! Enjoy!	Sports
who do I contact for finances for housing deposit? Answer: 	Business and Finance
Is God Baptized. If so when By Whom and Where? Answer: God has a mother too.  Not many people can go that far in their beliefs.  I would say that Jesus is a Grandchild.	Society and Culture
Why Did Art Shell Take the Raiders Job? Answer: Art Shell has been burning to get back into football since he was fired 10 years ago. He felt he was let go unfairly (and has probably been proven right). Although the raider job with Al Davis is a nighmare for any other coaching hopeful. Art Shell is Raider Hall of Famer. He bleeds silver and Black. Combine that with the fact that as bad a job as it is perceived to be. The Raider HC job is one of only 32 in the world. Something that should not be overlooked.	Sports
Hilary Duff or Lindsey Lohan? Answer: Hilary Duff is more of a real person than Lohan. She contributed a lot of money towards Katrina. And she seems like a nice person.	Entertainment and Music
Tennis Courts? Answer: are rectangular..	Sports
dooes anyone know what song is being played at the end of rob and big episode 1 ? plz help? Answer: Joe Mora - St Tony Orchid	Entertainment and Music
What is Actinobacillus Pleuropneumoniae? Answer: From what i understand it is a bacteria that invades pigs.	Science and Mathematics
I need some career and college help so this is a two part question? Answer: That depends what kind of college you want. College campuses and dorms and all that jazz isnt exactly for me. Plus I have many things that I need to do over the summer. So I've decided to go with PCDI (Professional Career Development Institute) It is nationally accredeted and they have many different types of courses.Plus it helps because it is online. Or by mail. Check it out: http://www.pcdi.com then look at programs. :) The tuition is much cheaper also. Hope I helped.	Education and Reference
How could the WAGs see anything with those shades on? Answer: I don't think they cared about what they saw - just who saw them! :)  Nice to see another Chelsea supporter :) Maybe we should share all the points on here lol	Sports
If a tree falls in Idaho does it make the news?  Idaho is soooooooo boring.? Answer: only if it kills someone lol i think u could have some fun maybe i live in boise email me l8r sparkles0945@yahoo.com	Family and Relationships
what kind of heterotroph is a penguin? Answer: A penguin obtains carbon from organic compounds and gets its energy through the oxidation of the inorganic compound glucose. This would make a penguin a chemoheterotroph.	Education and Reference
what is 1/3 as a fraction? Answer: 1/3	Science and Mathematics
what is the pigment of the hibiscus flower called? Answer: The pigment is called daphniphylline.  It is formerly known as Hibiscin.  This is the major pigment.	Science and Mathematics
10/x+3/x-3=x/x-3-1/9? Answer: http://answers.yahoo.com/question/index;_ylt=AvaebagLjUjVcPJLEtownBaJzKIX?qid=1006022010060	Science and Mathematics
what is the best form to train in doors on a bicycle  / trainer? Answer: elliptical.  the fat burner workouts are awesome.  but all ellipticals are not equal.  i would say the best thing to do is to join a gym and get all the benefits and have all the machines.	Health
hi nee help wit girl problems? Answer: I would love to help you but with what you didnt say what you want help with please say	Family and Relationships
hoe i gereate book ? Answer: U can download pdf creater from downloads.com and then use it to create pdf e-books. Bye and good luck dear	Computers and Internet
What is the status of Puerto Rico? Is it like USA colony or something? Thanks.? Answer: This site will explain it.	Science and Mathematics
Does leaving a protein shake in the refigerator overnight make it lose its potency? Answer: as long as it is just overnight - it will not loose it's potency	Health
What team will be the upset team in the world cup(croatia in 98')? Answer: spain	Sports
Does God exist ?? Answer: We exist because God exists and God exists because we exist.	Society and Culture
whats the g spot on a woman? Answer: 	Health
is there any young and single homme 20-21 living in east london.? Answer: yeah loads.  hook up for addresses. IM me l8r	Family and Relationships
How will the Cincinnati Reds do in baseball this year? Answer: Like they do every year start out decent giving their fans a little hope and then crush that hope with their suckiness	Sports
Can you love others without loving yourself? Answer: 	Society and Culture
Do TV shows and films glorify drug usage and encourage youths to enter the drug trade? Answer: sometimes i think they should but if kids have good parents then they will be monitoring what they are warching or keeping certian tv shows blocked	Family and Relationships
Why Hell instead of oblivion for sinners?  What reason to keep them alive in torture forever? Answer: God will not keep them alive in hell. A person who goes to hell will suffer the second death. The second death is an eternal separation from God and  you will be no more. God is not a cruel father who will allow you to suffer for all eternity.  There is alot more explanation in the bible especially Revelations.  If you need help in that direction please email me.	Society and Culture
Is Usability Engineering or Marketing? Answer: Usability would fall under engineering in my opinion. Search Engine Optimization (SEO) is 100% marketing but requires assistance from the developers to structure the site to be both usable to the end user and easily read by the search engines.	Business and Finance
is it true that the national team of Brazil do not field black goal keepers in the world cup finals? Answer: Why is that? Dida became white recently????	Sports
health care professional? Answer: Depends - a health care professional could be anyone from a surgeon to an orderly to the first responders.  What kind of health care professional does your friend mean?	Business and Finance
GUYS...whats ur idea of a perfect first date??? Answer: hot dogs on a stick. ill build a campfire and have a blanket to sit on then cook the hot dogs on a stick and talk to her. after the hot dogs are cook and eat then roast some marshmellows and make smores maybe. ill read a poem i wrote about her and then look at the stars after they come out.	Family and Relationships
Do you recieve dvds from online rentals like blockbuster or netflix? Answer: I'll take Netflix any day over Blockbuster.	Entertainment and Music
which file sharing server supports this? Answer: 	Computers and Internet
how fruit fouls? Answer: 	Education and Reference
i was in MAD MAX am i cool? Answer: ???????	Family and Relationships
Do you think it is okay to marry someone of a different race? Answer: i think it is fine but sometimes having kida is bad. i have mulatta friends and mixed friends and alot of times they are confused on who they are. they are afraid to be black or white. ya know? sometimes they don't know who to hang out with or who to date and they might get picked on. i would have a talk about kids before gettin too serious.	Family and Relationships
Where do I find a list of pedophiles by state? Answer: http://www12.familywatchdog.us/Search.asp	Business and Finance
Which 8 teams will make the 2006 playoffs? Answer: Giant's Met's A's Yankee's Atlanta Redsox Whitesox Cardinal's	Sports
NHL stats of the past? Answer: One that I go to is www.hockeydb.com	Sports
How do radio waves affect hamster? Answer: Hey! All you hamsters out there? Are you gonna answer or what?	Education and Reference
How can you love someone so much it hurts? Answer: Because the mere thought of losing them kills you inside	Family and Relationships
who sang a change will do you good? Answer: Sheryl Crow	Entertainment and Music
what are some laws against hallucinogens? Answer: Not sure. But suspect you may be arrested by non-existent police and tried in a surreal court in the middle of nowhere. So be warned.	Business and Finance
I want to download the Internet. Can someone show me how? Answer: I'm impressed.	Computers and Internet
What is the difference between ideal gases and real gases? Answer: i think ideal gasses have 8 elektrones in the last layer	Education and Reference
how to record and save any online radio? are there any freeware software available to do this? Answer: Screamer Radio will record. Get it free here: http://www.screamer-radio.com/features.php Have fun.	Computers and Internet
whats the differance between chapter 13 and chapter 7 bankruptcy and can creditors still bother you if you do? Answer: 7 = Liquidation 13 = Repayment    Here is an article that will answer all your questions:   Bankruptcy Facts: http://www.expert-credit-advice.com/bankruptcy_facts.htm	Business and Finance
what's your comment about Iran-Mexico game? Answer: Mexico is better thats why they won...Iran fought valiantly but they weren't good enough	Sports
girls only please? Answer: ive had this happen to me a couple of time but i dont think its a huge problem it can be triggered by change of eating pattern if you arent getting enough or if you have an infection but sometimes it just happens...  give it a couple more weeks but if you are really worried about it now go to the doc and see if you could have an infection	Family and Relationships
looking for website super new jobs.com advertised by a local radio station in Indians? Answer: 	Computers and Internet
I heard a week  ago about red rain in another country  yes or no.? Answer: yes red rain happens in some parts of the world when the conditions are just right...	Politics and Government
is it possible to get permanent eye damage if you open them underwater in a chlorinated swimming pool? Answer: THATS A GOOD QUESTION  CHLORINE CAN CAUSE DAMAGE IF YOUR EYES ARE EXPOSED TOO LONG BUT I HAVE NEVER HEARED OF ANYONE WHO HAD PERMANENT DAMAGE	Health
how do u feel when a boy ask u r u a virgin? Answer: 	Health
how do u simplify this trig expression 2sin3xcosx/2cos3xcosx ? Answer: 2sin3xcosx/2cos3xcosx = (2/2)(sin3x/cos3x)(cosx/cosx) Now 2/2 = 1 sin3x/cos3x = tan3x cosx/cosx = 1 Answer: tan(3x)	Science and Mathematics
How do you magnetize stainless steel? Answer: The process I am about to tell is highly dangerous. So it is better advised to wear rubber gloves before starting. Steel unlike soft iron has the property by which it can retain some magnetic properties after passing electricity for some time. So take the stainless steel object and get two wires and connect one of the end of both the wires to the each of the two sockets in the plug and connect the other ends each to the steel object and leave it for some time. After some time disconnect the wires and you will get a magnet.	Science and Mathematics
khong biet? Answer: you wish	Education and Reference
Does anybody know a good website where i can get worldwide directions? Answer: Google Earth	Computers and Internet
what csu colleges offer medical school training? Answer: colorado or california?  I know that CSU in Fort Collins offers premed but you have to go to university of colorado to get an MD.  In face most schools who have biology and chemistry offer premed.	Education and Reference
Who is the best footballer in the world? Answer: ronaldhino	Sports
how one engoy sex? Answer: by participating in it	Family and Relationships
Does Emory offer evening part-time study for Masters' Degree in computer science? Answer: 	Education and Reference
who is the artist for the song Alien probe? and where can i find a copy? Answer: http://www.soundclick.com/bands/Lyrics.cfm?BandID=36705&songid=1480720	Entertainment and Music
i need a guy friend out there!!!!!!!? Answer: Yeah ... how can i help U	Family and Relationships
From whom can I purchase reliable stock names that are moving downward in short term? Answer: Talk to a stockbroker from a reputable firm.	Business and Finance
who are the cup kings of English Football? Answer: liverpool	Sports
Who were the NCAA  men's volleyball champs in 2005? Answer: Pepperdine	Sports
with push ups will you get mass as well as definition? Answer: possibly.... give it a try and tell me.	Health
On what dates did Texaco pay dividends on its common stock 1975 through 1985? Answer: Did you try Yahoo Finance?	Business and Finance
what is meant by the statment that the ANS is a visceral motor sytem? Answer: I assume you mean the enteric nervous system- Because this regulates primarily the smooth muscle contractions of the stomach and intestines-any nervous system which stimulates muscle contraction is called a motor system0-and in this case they are stretching it to include smooth muscle.	Science and Mathematics
why is it that only rich men get the most beautiful women.? Answer: lol thats not always true  but  i spose they can have their pick of women cos some women are like that .....   maybe its the size of their wallets lol  i think it always looks so cheap though  to see it	Family and Relationships
what that song? Answer: damn thats a hard one my best bet is go to cdnow.com there you can see their albums and hear samples of all their tracks its free	Entertainment and Music
im 13 and my boyfriend is 14 hes not a virgin iam he wants to have sex i like him alot and im scared? Answer: 13 is to young to have sex. If your scared your not ready. Besides you want your first time to be with someone you love not someone you like alot.	Family and Relationships
1.who is the best refreee in the world today? Answer: Lubos Michel of Slovakia. I've got this feeling he'll referee the Champions League Final	Sports
Which tattoo should I put on my a.z.z ?? Answer: A Do Not Enter sign.	Entertainment and Music
which one sucks more? Answer: hungry	Entertainment and Music
is there human life that has both sex in the body? Answer: 1) Any human embryo prior to 10 weeks  2) Hermaphodites	Science and Mathematics
what are the order of the planets? Answer: MERCURY VENUS EARTH MARS JUPITER SATURN URANUS NEPTUNE PLUTO. THERE IS A BELT OF ASTEROIDS IN BETWEEN THE ORBITS OF MARS AND JUPITER.THE ASTEROIDS REVOLVE AROUND THE SUN JUST LIKE THE NINE PLANETS.	Science and Mathematics
Does anyone know the setlist for Breaking Benjamin tour with Godsmack?? Answer: no but try their site or their myspace page	Entertainment and Music
how do u get songs out of ur head? Answer: what i do is listen to the Whole entire song again and usually its gone	Business and Finance
what are the best dating agencies in the uk? Answer: plentyoffish.com is complety free gratis	Society and Culture
what does leave no trace mean? Answer: Wipe up ALL the semen!!	Education and Reference
How much personal vinegar do you use a month? Answer: holy cow im having de ja vu which has nothing to do with your question but o well	Entertainment and Music
Why umpires giving wrong decisions against Sourav Ganguly ?  To stop him being included in the Indian XI ? Answer: this is 100 percent conspiracy as long as chapell is there he will do anything to keep ganguly out he has ego problem	Sports
how to delete the yahoo search history? Answer: Just u clear your Internet history >>                  Right click on your internet Explorer or  open ur          internet Explorer (tools>> Internet option ) Property then            clear your all history and u can also remove your all offline              files	Computers and Internet
How would the world be without electricity? Answer: Dark.	Society and Culture
How do I get information regarding EEO decision rendered by a specific Administrative Judge? Answer: You should be able to get the case file from the court clerk.	Politics and Government
How do i cancel A Yahoo email account? Answer: just don't check it anymore	Computers and Internet
Suggestions for my 16th birthday HELP!? Answer: Go out to dinner at a swanky place and then go to an underage club for dancing.  Run the limo through a Mc'Donald's drive-thru (or something similar) for dessert.  Pick spots across town so you can enjoy the limo.	Society and Culture
what do we do with yahoo messenger? Answer: You talk to people with it.you can add me if you want.Click on add and put im my name :phil_940	Computers and Internet
why does every one hate poke'mon? Answer: not everyone .. i HATE poke'mon but my cousin she loves it .. So you cant say everyone ..	Business and Finance
How many gallons of water are there in one cubic foot ? Answer: 7.48051916145455297880 gallons	Science and Mathematics
how many calories does a loaf of wheat bread contain? Answer: what type of wheat ? honey wheat ? white wheat ? it verys from brand to brand. you would count the calories per slice.	Health
if you like a boy and your pretty sure he likes you but your afraid to tell him should i tell himor not.? Answer: Well you have answered your own question ... you want to tell him that you like him but your afraid of his answer just remeber that telling someone you LIKE them or ASK THEM OUT is always a risk and its normal to be afraid ... Just follow what your heart tells you ... no matter what the answer is you will always have the friednship to back it oof.	Family and Relationships
where is video of bakersfield police academy graduation? Answer: Have you tried looking on their website? If not try that and also try contacting them and they should be able to assist you.	Family and Relationships
How does one find the volume of just part of a sphere? Answer: Compute for the total volume of the sphere and subtract the empty portion of the sphere.  The volume of the sphere is:  V = 4/3 pi R^3  The volume of the empty portion (Spherical cap):  V = 1/3 pi h^2 (3R - h)  h is the height of the empty portion.	Science and Mathematics
any guys here that want to talk to a 17 female? Answer: online chat invitations are DANGEROUS  get a REAL life...	Business and Finance
how many words per minute do people speak? Answer: 100-300? justb a guess	Education and Reference
Have you ever carded a young chick before....? Answer: Will you card me when i wear my pigtails for you?	Family and Relationships
how does person tell what a stamp is selling for? Answer: ask a stamp collector	Business and Finance
Who here loves the Cincinnati Bengals? Answer: So if the Steelers beat them two out of three and win the divisional playoff does that mean the Begals are weak little farm cats?	Sports
what celeb. really annoys you and why? Answer: Rosie O Donnell. Her voice needs not to be heard because of the way it sounds and how she always bash on people!	Entertainment and Music
I want to know the  names of five common plant deseases that a primary school pupil can understand? Answer: 1. leaf rust 2. fruit spot 3.wheat dwarf virus 4. apple scab 5. citrus canker	Education and Reference
Where did the phrase Don't get your knickers in a twist come from? Answer: From the german dude called Knicker Bocker	Education and Reference
how can i find computing lessons? Answer: Click Here:  http://www.comptechdoc.org/independent/networking/guide/	Computers and Internet
Drug test question? Answer: no the alcohol is out of your system from a week ago.  but surprisingly it can be in your system from 2 days ago so be careful.	Politics and Government
what do u think about decapitation clips from the fellow terrorists? uhuh? Answer: Oh man I used to see some of those clips online until I saw this clip of a russian soldier being decapitated it was so sick I stopped watching them :-S	Politics and Government
how can u trust someone u're chatting with?help? Answer: you cant trust someone you are chatting with	Family and Relationships
how can i open an email acount in google? Answer: Post your email address and I will invite you.  Now that's gotta be the best answer!	Computers and Internet
Why would we humans need to know the area of a circle -- π*r²? Answer: So you know how to calculate the volume of your septic tank and know when to empty it out.	Science and Mathematics
where can i get free myspace backgrounds? Answer: Just do a web search for Free MySpace Layout.  You'll have a ton of options.	Entertainment and Music
How can I delet  in the Favorites feature more than one web site at a time? Answer: In windows XP your favorites are in a folder: C:&#92;Documents and Settings&#92; xxxxxxxxxx &#92; Favorites. Where xxxxxxxxxx is your windows user name.  In Windows Explorer you can treat this folder and the files in it as any other set of folders and files.	Computers and Internet
WHERE DO I GET A CATALOG FOR MY MARLBORO MILES? Answer: Here is a web site that has a phone number on it you can call to request a catalog.	Business and Finance
hey do y'all like my avatar? i made it look excited so i won't get sad... lol? Answer: This makes me feel like singing! lalalalalalalalalala	Business and Finance
How do I get rid of wart on my face.  OTC cures warn not to use of face...? Answer: A doc can zap it with cryo-surgery (freezing) in no time and it won't even hurt or smell like icky wart medicine.  Good luck!	Health
what would rather do like peanut butter off a hobos foot or be locked in a cage with a grizzly bear? Answer: Very interesting and meaningful question? (I think)!! I can only assume you have come across some very interesting 'Wacky Baccy'??	Education and Reference
Is there any aditives I can add to the gasoline of my car? Answer: Check out nitromethane.	Sports
is there a niagrafalls in florida? Answer: There is no such thing as a Niagra Falls in Florida. Check up on what these people are talking about to get more information about the subject.	Sports
What is general mechanism of action of drugs used in diabetes? Answer: There is a lot of good info on this subject right here.	Education and Reference
Who will win the Men's and Women's NCAA Basketball Championship? Answer: Mens LSU and womens Duke	Sports
Is the standing of america against iran the right one.? Answer: What?    Do you even know what your talking about?  Hitlerism?  The US is not stating that any one should be wiped out killed or taken off the earth. Iran has made this statement many times and the man running Iran is willing to do it and has the power to try as soon as he has the bomb he will. Poor children of Israel.	Politics and Government
How 2 handle a big-mouth account manager? Meaning she likes to spread around your salary or increasement etc.? Answer: Report her to her boss. Everyone has one. That is wrong and she should be reported!	Business and Finance
HOW does every one stay up a 2 in the morning? Answer: hi mrs 2D.I also adore GORILLAZ and especialy your husband2D.please ansver me	Business and Finance
how to work out the value of fraCTIONS AS A DECIMAL? Answer: If you can divide into decimals try this.  divide 100 by the denominator  times it by the numerator  put a zero and decimal point before the first digit of the answer. Remove all other decimals.  eg 1/4  100/4 = 25  add 0. in front gives you 0.25   3/5 take denominator 100/5 = 20  muliply by numerator = 3*20 = 60  add 0. gives 0.60  2/3  take denominator 100/3 = 33.33333333 multiply by numerator = 66.66666666 0. at the front and remove others = 0.666666666666666  It works with any fraction up to 10. After ten the 0. has to be replaced by 0.0 up to 100 etc.....	Science and Mathematics
What do you think of the latest discovery of noah's ark ? Answer: 	Society and Culture
Does anybody know if Netspan TV by Vixan (TV over the Net) is really worth? Answer: NOT WOTRH AT ALL AS IT ONLY HAS A FEW MUSIC VIDEO AND THE QUALITY IS REALLY LOW RESOLUTION - BAD	Computers and Internet
I wrote a check out my parents account with permission and now 3 yrs later their trying to press charges? Answer: I'm sure the statue of limitations is up by now.	Politics and Government
how do YOU pronounce oregon? Answer: I pronounce it OregIN	Education and Reference
why do we press harder on the remote control when  the batteries are getting weak? Answer: Probably the same reason we used to smack the side of the TV to get better reception  :o)	Entertainment and Music
I am hearing a lot about GoldQuest. Is it genuine? Can I invest in it? Will I get assured Income? Answer: nothing is assured. If you are talking about the mining company this is a penny stock company and I would NOT touch it. Goldcorp (GG) is a far better company to invest in.	Business and Finance
why is linda such a freaking deluded psychopath? Answer: looks like lindas not the only delusional one. proudcaucasions joined the bandwagon. maybe we could sell them to jabber jaws the multi gender loving land shark	Health
triniwarrior24  will you shut the hell up? Answer: SHUT THE F*** UP.	Sports
what's the steam venting out of NY sewers? Answer: its steam. caused by all the hot water flushed into the sewers by the businesses in the area.	Society and Culture
help Me...!!!!? Answer: Everyone is different..for me nothing happens...but for when i am pregnant..for the first period i miss i get cramps..but for when i am not pregnant i feel nothing..i just realize that i started my period when it happens	Health
does anyone know of a sex offender treatment program in oakland county michigan? Answer: maybe you can contact betty she is our leader in roar support group  http://groups.yahoo.com/group/roar_4_freedom/	Politics and Government
does pewter rust? Answer: Pewter does not rust. It darkens with time and oxidation. That is what give it a flat grey color.	Society and Culture
How do I learn amaharic? Answer: http://www.ethiotrans.com	Society and Culture
Impeachment? Answer: Definitely. Though the many reasons why they should be impeached is way to long to put on Yahoo! Answers.	Politics and Government
who knows this song? Answer: 	Entertainment and Music
americanidol? Answer: Paris!	Entertainment and Music
How do they colour or shade the football/soccer pitch/lawn? Answer: i was under the impression its a different grass...i am in no way sure though	Sports
where can I find a database of International Tax Planners? Answer: check out worldfinance.com. there should be a link or a section in that website. recently they had a few articles on transfer pricing	Business and Finance
state the utility of .* and ->* operators in c++? Answer: http://msdn2.microsoft.com/en-US/library/k8336763.aspx	Computers and Internet
What pace do you run at while doing PT during Navy boot camp? Answer: If its anything like army we did 7 minute miles.  Sometimes slower some faster.	Politics and Government
how one can see 2006 world cup football on internet? Answer: www.espn.com	Sports
what is the web-site ot federal polytechnic bida in nigeria? Answer: http://www.geocities.com/bidapoly/  There you go...;D	Education and Reference
magazines of sterile processing and distribuccion? Answer: HMMM.. i dont really understand ur question but.. its distribution not distribuccion :) just wanted to change ur life forever thats all :D	Education and Reference
Did the NBA make the right call in suspending Shackhouse for Game 5? Answer: no. that was crap	Sports
What should I give a guy for x-mas?!? Answer: 	Family and Relationships
how do i wear briefs? Answer: Put ur legs inside the holes and slide the briefs up ur legs and ur huge butt.	Education and Reference
Who would win in a real life street fight? Answer: The Brothers of Destructions	Sports
Who is the most attractive male celebrity and the most attractive female celebrity? Answer: Female - Scarlett Johansson  Male - who cares?....................................	Entertainment and Music
